회사명,"수수료
부과기준",기준일자,거래금액,구분,오프라인,HTS,ARS,스마트폰,오프라인.1,HTS.1,ARS.1,스마트폰.1,비고
아이엠증권,/img/sub/ico_hwp.gif,2011/12/01,1000만원,변경전,49800.0,9800.0,24800.0,9800.0,49800.0,9800.0,24800.0,9800.0,0
아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,1000만원,변경후,49720.0,9720.0,24720.0,9720.0,49720.0,9720.0,24720.0,9720.0,유관수수료인하
아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,1000만원,변경율,-0.00161,-0.00816,-0.00323,-0.00816,-0.00161,-0.00816,-0.00323,-0.00816,0
부국증권,/img/sub/ico_hwp.gif,2011/11/18,1000만원,변경후,44538.0,9538.0,19538.0,15000.0,44538.0,9538.0,19538.0,15000.0,0
한국투자증권,/img/sub/ico_pdf.gif,2020/06/12,1000만원,변경전,0.0,0.0,24715.0,0.0,0.0,0.0,0.0,0.0,0
한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,1000만원,변경후,49715.0,14215.0,24715.0,14215.0,0.0,1405.0,24715.0,1405.0,코스피/코스닥/장외단주/코넥스
한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
하나증권,/img/sub/ico_pdf.gif,2012/05/02,1000만원,변경전,49720.0,9720.0,9720.0,9720.0,49720.0,1410.0,1410.0,1410.0,증권유관기관 수수료 인하(‘12.5.2)부분 반영
하나증권,/img/sub/ico_pdf.gif,2014/09/01,1000만원,변경후,49720.0,9720.0,9720.0,9720.0,49720.0,1410.0,1410.0,1410.0,0
하나증권,/img/sub/ico_pdf.gif,2014/09/01,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
리딩투자증권,/img/sub/ico_pdf.gif,2012/05/29,1000만원,변경전,50000.0,2400.0,14000.0,0.0,50000.0,2400.0,14000.0,0.0,유관기관수수료 인하(‘12.5.2) 반영
리딩투자증권,/img/sub/ico_pdf.gif,2014/07/14,1000만원,변경후,50000.0,2400.0,14000.0,0.0,50000.0,2400.0,14000.0,0.0,0
리딩투자증권,/img/sub/ico_pdf.gif,2014/07/14,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
키움증권,/img/sub/ico_pdf.gif,2020/09/16,1000만원,변경전,29630.0,1130.0,14630.0,1130.0,29630.0,1130.0,14630.0,1130.0,유관기관수수료 20/09/16 ~ 20/12/31 한시적 면제
키움증권,/img/sub/ico_pdf.gif,2020/12/31,1000만원,변경후,30000.0,1500.0,15000.0,1500.0,30000.0,1500.0,15000.0,1500.0,0
키움증권,/img/sub/ico_pdf.gif,2020/12/31,1000만원,변경율,0.01249,0.32743,0.02529,0.32743,0.01249,0.32743,0.02529,0.32743,0
엘에스증권,/img/sub/ico_pdf.gif,2011/11/29,1000만원,변경전,39000.0,1500.0,10000.0,1500.0,39000.0,1500.0,10000.0,1500.0,0
엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,1000만원,변경후,48000.0,1500.0,10000.0,1500.0,30000.0,1500.0,10000.0,1500.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,1000만원,변경율,0.23077,0.0,0.0,0.0,-0.23077,0.0,0.0,0.0,0
도이치증권,/img/sub/ico_pdf.gif,2014/12/17,1000만원,변경후,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
코리아에셋투자증권,/img/sub/ico_pdf.gif,2012/05/14,1000만원,변경전,49000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,증권유관기관 수수료인하('12.5.2)부분 반영
코리아에셋투자증권,/img/sub/ico_pdf.gif,2019/04/10,1000만원,변경후,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
코리아에셋투자증권,/img/sub/ico_pdf.gif,2019/04/10,1000만원,변경율,-0.79592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
흥국증권,/img/sub/ico_pdf.gif,2012/01/03,1000만원,변경전,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
흥국증권,/img/sub/ico_pdf.gif,2012/06/01,1000만원,변경후,49000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
흥국증권,/img/sub/ico_pdf.gif,2012/06/01,1000만원,변경율,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2011/11/18,1000만원,변경전,50000.0,10000.0,25000.0,12000.0,50000.0,10000.0,25000.0,12000.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2013/02/04,1000만원,변경후,50000.0,10000.0,25000.0,10000.0,50000.0,10000.0,25000.0,10000.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2013/02/04,1000만원,변경율,0.0,0.0,0.0,-0.16667,0.0,0.0,0.0,-0.16667,0
케이프투자증권,/img/sub/ico_doc.gif,2013/07/01,1000만원,변경전,48000.0,14500.0,0.0,9000.0,48000.0,1500.0,0.0,1500.0,연계신용(스탁론)약정계좌는 영업점 모바일 수수료 적용
케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,1000만원,변경후,48000.0,14500.0,0.0,9000.0,48000.0,1500.0,0.0,1500.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DS투자증권,/img/sub/ico_hwp.gif,2012/05/21,1000만원,변경전,49920.0,14920.0,0.0,0.0,0.0,0.0,0.0,0.0,증권유관기관 수수료 인하(12.5.2)부분 반영
DS투자증권,/img/sub/ico_hwp.gif,2021/01/01,1000만원,변경후,49560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DS투자증권,/img/sub/ico_hwp.gif,2021/01/01,1000만원,변경율,-0.00721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
다올투자증권,/img/sub/ico_pdf.gif,2017/01/02,1000만원,변경전,49920.0,1000.0,15000.0,1000.0,49920.0,1500.0,15000.0,1500.0,0
다올투자증권,/img/sub/ico_pdf.gif,2018/03/12,1000만원,변경후,49920.0,1500.0,15000.0,1500.0,49920.0,1500.0,15000.0,1500.0,0
다올투자증권,/img/sub/ico_pdf.gif,2018/03/12,1000만원,변경율,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/06/17,1000만원,변경전,50000.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/10/14,1000만원,변경후,50000.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/10/14,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
비엔피파리바증권,/img/sub/ico_pdf.gif,2018/06/29,1000만원,변경전,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,일괄적용 선택 시
비엔피파리바증권,/img/sub/ico_pdf.gif,2020/02/03,1000만원,변경후,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
비엔피파리바증권,/img/sub/ico_pdf.gif,2020/02/03,1000만원,변경율,-0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
토스증권,/img/sub/ico_pdf.gif,2021/01/21,1000만원,변경후,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2016/12/05,1000만원,변경전,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,15000.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2020/08/24,1000만원,변경후,44916.0,9916.0,0.0,15000.0,44916.0,1416.0,0.0,15000.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2020/08/24,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
유진투자증권,/img/sub/ico_xls.gif,2012/10/08,50만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0
유진투자증권,/img/sub/ico_xls.gif,2020/06/17,50만원,변경후,2500.0,900.0,1000.0,750.0,2500.0,75.0,1000.0,75.0,0
유진투자증권,/img/sub/ico_xls.gif,2020/06/17,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SK증권,/img/sub/ico_xls.gif,2011/11/18,50만원,변경전,2500.0,1750.0,1250.0,250.0,2500.0,75.0,1250.0,250.0,0
SK증권,/img/sub/ico_xls.gif,2015/06/01,50만원,변경후,2500.0,1750.0,1250.0,1750.0,2500.0,75.0,1250.0,1750.0,증권통App 수수료율 변경
SK증권,/img/sub/ico_xls.gif,2015/06/01,50만원,변경율,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0
유안타증권,/img/sub/ico_pdf.gif,2020/09/14,50만원,변경전,2500.0,1750.0,985.0,500.0,2500.0,70.0,985.0,500.0,유관기관수수료 20/09/14 ~ 20/12/31 한시적 면제
유안타증권,/img/sub/ico_pdf.gif,2021/01/04,50만원,변경후,2500.0,1750.0,985.0,500.0,2500.0,70.0,985.0,500.0,0
유안타증권,/img/sub/ico_pdf.gif,2021/01/04,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2014/05/02,50만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2015/04/01,50만원,변경후,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2015/04/01,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
유화증권,/img/sub/ico_pdf.gif,2011/11/18,50만원,변경전,2250.0,400.0,1250.0,0.0,2250.0,400.0,1250.0,0.0,0
유화증권,/img/sub/ico_pdf.gif,2012/05/02,50만원,변경후,2490.0,390.0,1240.0,0.0,2490.0,390.0,1240.0,0.0,증권유관기관 수수료인하('12.5.2)부분 반영
유화증권,/img/sub/ico_pdf.gif,2012/05/02,50만원,변경율,0.10667,-0.025,-0.008,0.0,0.10667,-0.025,-0.008,0.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2014/03/24,50만원,변경전,2480.0,2480.0,980.0,980.0,2480.0,70.0,980.0,70.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2017/01/02,50만원,변경후,2450.0,700.0,700.0,700.0,2450.0,70.0,70.0,70.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2017/01/02,50만원,변경율,-0.0121,-0.71774,-0.28571,-0.28571,-0.0121,0.0,-0.92857,0.0,0
상상인증권,/img/sub/ico_pdf.gif,2020/04/23,50만원,변경후,2450.0,700.0,1000.0,700.0,2450.0,700.0,1000.0,700.0,0
대신증권,/img/sub/ico_pdf.gif,2020/09/15,50만원,변경전,2468.0,1518.0,968.0,968.0,2468.0,1518.0,968.0,968.0,유관기관수수료 한시적 면제에 따른 위탁수수료 변동사항으로 20/09/15 ~ 20/12/31 기간 내 시행
대신증권,/img/sub/ico_pdf.gif,2021/01/01,50만원,변경후,2486.0,1536.0,986.0,986.0,2486.0,1536.0,986.0,986.0,0
대신증권,/img/sub/ico_pdf.gif,2021/01/01,50만원,변경율,0.00729,0.01186,0.0186,0.0186,0.00729,0.01186,0.0186,0.0186,0
교보증권,/img/sub/ico_pdf.gif,2013/12/19,50만원,변경전,2490.0,1240.0,1240.0,1240.0,2490.0,1240.0,0.0,70.0,2013년 9월 30일 이후 은행연계 신규개설계좌의 SMART K 매매에 한함
교보증권,/img/sub/ico_pdf.gif,2021/09/01,50만원,변경후,2490.0,1240.0,1240.0,1240.0,2490.0,1240.0,1240.0,1240.0,0
교보증권,/img/sub/ico_pdf.gif,2021/09/01,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71429,0
NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,50만원,변경후,2486.0,1571.0,1486.0,1486.0,2486.0,1571.0,1486.0,1486.0,NAMUH 50
한양증권,/img/sub/ico_hwp.gif,2012/06/04,50만원,변경전,2487.0,2236.0,996.0,746.0,2487.0,2236.0,996.0,746.0,0
한양증권,/img/sub/ico_hwp.gif,2012/10/12,50만원,변경후,2487.0,2236.0,996.0,500.0,2487.0,2236.0,996.0,500.0,0
한양증권,/img/sub/ico_hwp.gif,2012/10/12,50만원,변경율,0.0,0.0,0.0,-0.32976,0.0,0.0,0.0,-0.32976,0
신영증권,/img/sub/ico_hwp.gif,2012/05/18,50만원,변경전,2246.0,496.0,1246.0,496.0,2246.0,496.0,1246.0,70.0,유관기관수수료인하
신영증권,/img/sub/ico_hwp.gif,2021/08/23,50만원,변경후,2246.0,496.0,1246.0,496.0,2246.0,496.0,1246.0,496.0,0
신영증권,/img/sub/ico_hwp.gif,2021/08/23,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08571,0
삼성증권,/img/sub/ico_pdf.gif,2015/03/25,50만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
삼성증권,/img/sub/ico_pdf.gif,2021/10/01,50만원,변경후,2486.0,2236.0,1236.0,2236.0,2486.0,2236.0,1236.0,2236.0,0
삼성증권,/img/sub/ico_pdf.gif,2021/10/01,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
메리츠증권,/img/sub/ico_pdf.gif,2020/09/14,50만원,변경전,2472.0,1872.0,972.0,1872.0,2472.0,1872.0,972.0,1872.0,0
메리츠증권,/img/sub/ico_pdf.gif,2021/01/01,50만원,변경후,2490.0,1890.0,990.0,1890.0,2490.0,1890.0,990.0,1890.0,0
메리츠증권,/img/sub/ico_pdf.gif,2021/01/01,50만원,변경율,0.00728,0.00962,0.01852,0.00962,0.00728,0.00962,0.01852,0.00962,0
KB증권,/img/sub/ico_pdf.gif,2017/09/27,50만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KB증권,/img/sub/ico_pdf.gif,2021/11/25,50만원,변경후,2487.0,1786.0,1237.0,987.0,2487.0,75.0,750.0,600.0,0
KB증권,/img/sub/ico_pdf.gif,2021/11/25,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
한화투자증권,/img/sub/ico_pdf.gif,2015/10/05,50만원,변경전,29500.0,6970.0,11970.0,6970.0,29500.0,6970.0,11970.0,6970.0,0
한화투자증권,/img/sub/ico_pdf.gif,2016/05/30,50만원,변경후,2480.0,2480.0,980.0,750.0,2480.0,2480.0,980.0,750.0,0
한화투자증권,/img/sub/ico_pdf.gif,2016/05/30,50만원,변경율,-0.91593,-0.64419,-0.91813,-0.8924,-0.91593,-0.64419,-0.91813,-0.8924,0
현대차증권,/img/sub/ico_xlsx.gif,2011/11/07,50만원,변경후,2491.0,2291.0,1241.0,991.0,2491.0,2291.0,1241.0,991.0,0
DB금융투자,/img/sub/ico_doc.gif,2014/06/02,50만원,변경전,2496.0,1246.0,1246.0,1246.0,2496.0,116.0,1246.0,116.0,0
DB금융투자,/img/sub/ico_doc.gif,2015/01/02,50만원,변경후,2496.0,1246.0,1246.0,1246.0,2496.0,1246.0,1246.0,1246.0,0
DB금융투자,/img/sub/ico_doc.gif,2015/01/02,50만원,변경율,0.0,0.0,0.0,0.0,0.0,9.74138,0.0,9.74138,0
아이엠증권,/img/sub/ico_hwp.gif,2011/12/01,50만원,변경전,2490.0,1690.0,1240.0,1690.0,2490.0,1690.0,1240.0,1690.0,0
아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,50만원,변경후,2486.0,1686.0,1236.0,1686.0,2486.0,1686.0,1236.0,1686.0,유관수수료인하
아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,50만원,변경율,-0.00161,-0.00237,-0.00323,-0.00237,-0.00161,-0.00237,-0.00323,-0.00237,0
부국증권,/img/sub/ico_hwp.gif,2011/11/18,50만원,변경후,2227.0,477.0,977.0,750.0,2227.0,477.0,977.0,750.0,0
한국투자증권,/img/sub/ico_pdf.gif,2020/06/12,50만원,변경전,0.0,0.0,1236.0,0.0,0.0,0.0,0.0,0.0,0
한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,50만원,변경후,2486.0,2636.0,1236.0,2636.0,0.0,70.0,1236.0,70.0,코스피/코스닥/장외단주/코넥스
한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
하나증권,/img/sub/ico_pdf.gif,2012/05/02,50만원,변경전,2480.0,2480.0,2480.0,2480.0,2480.0,70.0,70.0,70.0,증권유관기관 수수료 인하(‘12.5.2)부분 반영
하나증권,/img/sub/ico_pdf.gif,2014/09/01,50만원,변경후,2480.0,2480.0,2480.0,2480.0,2480.0,70.0,70.0,70.0,0
하나증권,/img/sub/ico_pdf.gif,2014/09/01,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
리딩투자증권,/img/sub/ico_pdf.gif,2012/05/29,50만원,변경전,2500.0,500.0,750.0,0.0,2500.0,500.0,750.0,0.0,2백만원이하 500원
리딩투자증권,/img/sub/ico_pdf.gif,2014/07/14,50만원,변경후,2500.0,120.0,700.0,0.0,2500.0,120.0,700.0,0.0,0
리딩투자증권,/img/sub/ico_pdf.gif,2014/07/14,50만원,변경율,0.0,-0.76,-0.06667,0.0,0.0,-0.76,-0.06667,0.0,0
키움증권,/img/sub/ico_pdf.gif,2020/09/16,50만원,변경전,1480.0,50.0,730.0,50.0,1480.0,50.0,730.0,50.0,유관기관수수료 20/09/16 ~ 20/12/31 한시적 면제
키움증권,/img/sub/ico_pdf.gif,2020/12/31,50만원,변경후,1500.0,70.0,750.0,70.0,1500.0,70.0,750.0,70.0,0
키움증권,/img/sub/ico_pdf.gif,2020/12/31,50만원,변경율,0.01351,0.4,0.0274,0.4,0.01351,0.4,0.0274,0.4,0
엘에스증권,/img/sub/ico_pdf.gif,2011/11/29,50만원,변경전,1950.0,70.0,500.0,70.0,1950.0,70.0,500.0,70.0,0
엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,50만원,변경후,2400.0,75.0,500.0,75.0,1500.0,75.0,500.0,75.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,50만원,변경율,0.23077,0.07143,0.0,0.07143,-0.23077,0.07143,0.0,0.07143,0
도이치증권,/img/sub/ico_pdf.gif,2014/12/17,50만원,변경후,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
코리아에셋투자증권,/img/sub/ico_pdf.gif,2012/05/14,50만원,변경전,2450.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,증권유관기관 수수료인하('12.5.2)부분 반영
코리아에셋투자증권,/img/sub/ico_pdf.gif,2019/04/10,50만원,변경후,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
코리아에셋투자증권,/img/sub/ico_pdf.gif,2019/04/10,50만원,변경율,-0.79592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
흥국증권,/img/sub/ico_pdf.gif,2012/01/03,50만원,변경전,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
흥국증권,/img/sub/ico_pdf.gif,2012/06/01,50만원,변경후,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
흥국증권,/img/sub/ico_pdf.gif,2012/06/01,50만원,변경율,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2011/11/18,50만원,변경전,2500.0,500.0,1250.0,600.0,2500.0,500.0,1250.0,600.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2013/02/04,50만원,변경후,2500.0,500.0,1250.0,500.0,2500.0,500.0,1250.0,500.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2013/02/04,50만원,변경율,0.0,0.0,0.0,-0.16667,0.0,0.0,0.0,-0.16667,0
케이프투자증권,/img/sub/ico_doc.gif,2013/07/01,50만원,변경전,3750.0,2500.0,0.0,450.0,3750.0,75.0,0.0,75.0,연계신용(스탁론)약정계좌는 영업점 모바일 수수료 적용
케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,50만원,변경후,3750.0,2500.0,0.0,450.0,3750.0,75.0,0.0,75.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DS투자증권,/img/sub/ico_hwp.gif,2012/05/21,50만원,변경전,2496.0,1746.0,0.0,0.0,0.0,0.0,0.0,0.0,증권유관기관 수수료 인하(12.5.2)부분 반영
DS투자증권,/img/sub/ico_hwp.gif,2021/01/01,50만원,변경후,2478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DS투자증권,/img/sub/ico_hwp.gif,2021/01/01,50만원,변경율,-0.00721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
다올투자증권,/img/sub/ico_pdf.gif,2017/01/02,50만원,변경전,2490.0,50.0,750.0,50.0,2490.0,70.0,750.0,70.0,0
다올투자증권,/img/sub/ico_pdf.gif,2018/03/12,50만원,변경후,2490.0,70.0,750.0,70.0,2490.0,70.0,750.0,70.0,0
다올투자증권,/img/sub/ico_pdf.gif,2018/03/12,50만원,변경율,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/06/17,50만원,변경전,2500.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/10/14,50만원,변경후,2500.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/10/14,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
비엔피파리바증권,/img/sub/ico_pdf.gif,2018/06/29,50만원,변경전,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,일괄적용 선택 시
비엔피파리바증권,/img/sub/ico_pdf.gif,2020/02/03,50만원,변경후,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
비엔피파리바증권,/img/sub/ico_pdf.gif,2020/02/03,50만원,변경율,-0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
토스증권,/img/sub/ico_pdf.gif,2021/01/21,50만원,변경후,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2016/12/05,50만원,변경전,0.0,0.0,0.0,750.0,0.0,0.0,0.0,750.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2020/08/24,50만원,변경후,2246.0,1496.0,0.0,750.0,2246.0,71.0,0.0,750.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2020/08/24,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
유진투자증권,/img/sub/ico_xls.gif,2012/10/08,100만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0
유진투자증권,/img/sub/ico_xls.gif,2020/06/17,100만원,변경후,5000.0,2500.0,2000.0,1500.0,5000.0,150.0,2000.0,150.0,0
유진투자증권,/img/sub/ico_xls.gif,2020/06/17,100만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SK증권,/img/sub/ico_xls.gif,2011/11/18,100만원,변경전,5000.0,2500.0,2500.0,500.0,5000.0,150.0,2500.0,500.0,0
SK증권,/img/sub/ico_xls.gif,2015/06/01,100만원,변경후,5000.0,2500.0,2500.0,2500.0,5000.0,150.0,2500.0,2500.0,0
SK증권,/img/sub/ico_xls.gif,2015/06/01,100만원,변경율,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0
유안타증권,/img/sub/ico_pdf.gif,2020/09/14,100만원,변경전,5000.0,2500.0,1970.0,1000.0,5000.0,140.0,1970.0,1000.0,유관기관수수료 20/09/14 ~ 20/12/31 한시적 면제
유안타증권,/img/sub/ico_pdf.gif,2021/01/04,100만원,변경후,5000.0,2500.0,1970.0,1000.0,5000.0,140.0,1970.0,1000.0,0
유안타증권,/img/sub/ico_pdf.gif,2021/01/04,100만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2014/05/02,100만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2015/04/01,100만원,변경후,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2015/04/01,100만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
유화증권,/img/sub/ico_pdf.gif,2011/11/18,100만원,변경전,4500.0,800.0,2500.0,0.0,4500.0,800.0,2500.0,0.0,0
유화증권,/img/sub/ico_pdf.gif,2012/05/02,100만원,변경후,4490.0,790.0,2490.0,0.0,4490.0,790.0,2490.0,0.0,증권유관기관 수수료인하('12.5.2)부분 반영
유화증권,/img/sub/ico_pdf.gif,2012/05/02,100만원,변경율,-0.00222,-0.0125,-0.004,0.0,-0.00222,-0.0125,-0.004,0.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2014/03/24,100만원,변경전,4970.0,2620.0,1970.0,1970.0,4970.0,140.0,1970.0,140.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2017/01/02,100만원,변경후,4900.0,1400.0,1400.0,1400.0,4900.0,140.0,140.0,140.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2017/01/02,100만원,변경율,-0.01408,-0.46565,-0.28934,-0.28934,-0.01408,0.0,-0.92893,0.0,0
상상인증권,/img/sub/ico_pdf.gif,2019/08/26,100만원,변경전,4900.0,1400.0,2000.0,1400.0,4900.0,1400.0,2000.0,1400.0,0
상상인증권,/img/sub/ico_pdf.gif,2020/04/23,100만원,변경후,4900.0,1400.0,2000.0,1400.0,4900.0,1400.0,2000.0,1400.0,0
상상인증권,/img/sub/ico_pdf.gif,2020/04/23,100만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
대신증권,/img/sub/ico_pdf.gif,2020/09/15,100만원,변경전,4937.0,2337.0,1937.0,1937.0,4937.0,2337.0,1937.0,1937.0,유관기관수수료 한시적 면제에 따른 위탁수수료 변동사항으로 20/09/15 ~ 20/12/31 기간 내 시행
대신증권,/img/sub/ico_pdf.gif,2021/01/01,100만원,변경후,4973.0,2373.0,1973.0,1973.0,4973.0,2373.0,1973.0,1973.0,0
대신증권,/img/sub/ico_pdf.gif,2021/01/01,100만원,변경율,0.00729,0.0154,0.01859,0.01859,0.00729,0.0154,0.01859,0.01859,0
